"species","region","tons","product","year","sc_name","en_name"
"HUIRO","IV",1410,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IV",3223,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","IV",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IV",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IV",0,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","IV",381,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","V",72,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","V",1331,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","V",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","V",141,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","V",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","V",59,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","V",663,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","V",156,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","V",108,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","V",108,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","V",969,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VI",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VI",19,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VI",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VI",134,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VI",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VI",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VI",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","VI",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VI",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VI",0,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","VI",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VII",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VII",0,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VII",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VII",56,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VII",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VII",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VII",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","VII",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VII",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VII",0,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","VII",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VIII",2,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VIII",225,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VIII",385,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VIII",1846,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VIII",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VIII",54,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VIII",119,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","VIII",670,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VIII",4654,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VIII",1081,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","VIII",332,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","IX",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IX",0,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IX",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IX",0,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","IX",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","IX",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IX",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","IX",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IX",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IX",0,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","IX",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","XIV",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XIV",0,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XIV",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XIV",0,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XIV",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XIV",2,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XIV",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","XIV",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XIV",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XIV",0,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","XIV",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","X",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","X",1,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","X",1,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","X",78,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","X",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","X",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","X",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","X",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","X",91,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","X",374,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","X",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","XI",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XI",0,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XI",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XI",0,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XI",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XI",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XI",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","XI",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XI",16,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XI",5,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","XI",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","XII",0,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XII",0,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XII",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XII",0,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XII",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XII",0,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XII",0,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","XII",0,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XII",0,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XII",1767,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","XII",0,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","RM",8,"dry algae",2014,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","RM",38,"dry algae",2014,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","RM",0,"dry algae",2014,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","RM",0,"dry algae",2014,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","RM",0,"dry algae",2014,"Haematococcus pluvialis","Haematococcus"
"HUIRO","RM",41,"dry algae",2014,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","RM",427,"dry algae",2014,"Lessonia trabeculata","Giant brown kelp"
"LUGA CUCHARA O CORTA","RM",43,"dry algae",2014,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","RM",1592,"dry algae",2014,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","RM",493,"dry algae",2014,"Gigartina skottsbergii","Red luga"
"PELILLO","RM",58,"dry algae",2014,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","XV",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XV",0,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XV",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XV",0,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","XV",0,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XV",0,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","XV",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","XV",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","XV",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XV",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XV",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","XV",0,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","I",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","I",1862,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","I",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","I",0,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","I",371,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","I",0,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","I",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","I",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","I",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","I",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","I",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","I",0,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","II",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","II",4079,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","II",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","II",0,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","II",505,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","II",203,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","II",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","II",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","II",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","II",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","II",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","II",261,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","III",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","III",15646,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","III",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","III",21,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","III",697,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","III",3442,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","III",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","III",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","III",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","III",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","III",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","III",0,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","IV",3,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IV",3653,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IV",15,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IV",292,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","IV",2898,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IV",9295,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","IV",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","IV",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","IV",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IV",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IV",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","IV",384,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","V",51,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","V",694,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","V",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","V",176,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","V",90,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","V",489,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","V",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","V",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","V",43,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","V",61,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","V",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","V",27,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VI",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VI",0,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VI",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VI",81,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","VI",0,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VI",0,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VI",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VI",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VI",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VI",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VI",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","VI",0,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VII",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VII",0,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VII",20,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VII",68,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","VII",0,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VII",0,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VII",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VII",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VII",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VII",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VII",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","VII",12,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","VIII",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VIII",28,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VIII",130,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VIII",2085,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","VIII",4,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VIII",62,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VIII",250,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VIII",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VIII",322,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VIII",4965,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VIII",1253,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","VIII",710,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","IX",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IX",0,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IX",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IX",0,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","IX",0,"dry algae",2015,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IX",0,"dry algae",2015,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","IX",0,"dry algae",2015,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","IX",0,"dry algae",2015,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","IX",0,"dry algae",2015,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IX",0,"dry algae",2015,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IX",0,"dry algae",2015,"Gigartina skottsbergii","Red luga"
"PELILLO","IX",0,"dry algae",2015,"Gracilaria spp.","Red algae gracilaria"
"CHASCA","XIV",0,"dry algae",2015,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XIV",0,"dry algae",2015,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XIV",0,"dry algae",2015,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XIV",0,"dry algae",2015,"Durvillaea antarctica","New Zealand bull"
"HUIRO","XIV",0,"dry algae",2015,"Macrocystis spp.","Giant kelp"
