especie_SERNAPESCA,nombre_cientifico_SERNAPESCA,nombre_cientifico_aduana,codigo_aduana,combined_with_other_species,product_more_20_percent,alive
RAYA VOLANTIN                            ,Zearaja chilensis,Zearaja chilensis,0304.5710,0,0,0
RAYA VOLANTIN                            ,Zearaja chilensis,Zearaja chilensis,0304.8851,0,0,0
RAYA VOLANTIN                            ,Zearaja chilensis,Zearaja chilensis,0304.9710,0,0,0
RAYA VOLANTIN                            ,Zearaja chilensis,Zearaja chilensis,0302.8210,0,0,0
REINETA                                  ,Brama australis,Brama australis,0303.8921,0,0,0
REINETA                                  ,Brama australis,Brama australis,0303.8922,0,0,0
REINETA                                  ,Brama australis,Brama australis,0303.8929,0,0,0
REINETA                                  ,Brama australis,Brama australis,0302.8921,0,0,0
REINETA                                  ,Brama australis,Brama australis,0302.8922,0,0,0
REINETA                                  ,Brama australis,Brama australis,0302.8929,0,0,0
ROBALO                                   ,Eleginops maclovinus,Dicentrarchus spp.,0303.8400,0,0,0
ROBALO                                   ,Eleginops maclovinus,Dicentrarchus spp.,0302.8400,0,0,0
ROCOCO                                   ,Paralonchurus peruanus,NA,NA,NA,NA,NA
ROLLIZO                                  ,Pinguipes chilensis,NA,NA,NA,NA,NA
RONCACHO                                 ,Sciaena deliciosa,NA,NA,NA,NA,NA
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0304.9941,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0304.9942,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.2010,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.3910,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.4110,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.4120,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.4130,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.4170,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0302.1310,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0302.1320,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0302.1330,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0302.1340,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0302.1390,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0303.1210,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0303.1220,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0303.1230,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0303.1240,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0303.1290,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0304.4110,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0304.8110,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.5920,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6911,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6912,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6913,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6914,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6915,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6916,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0305.6919,1,0,0
SALMON REY                               ,Oncorhynchus tshawytscha,Salmones del Pacifico,0511.9111,1,0,1
SARDINA AUSTRAL                          ,Sprattus fuegensis,Sardinas,1604.1311,1,1,0
SARDINA AUSTRAL                          ,Sprattus fuegensis,Sardinas,1604.1312,1,1,0
SARDINA AUSTRAL                          ,Sprattus fuegensis,Sardinas,1604.1319,1,1,0
SARDINA COMUN                            ,Strangomera bentincki,Sardinas,1604.1311,1,1,0
SARDINA COMUN                            ,Strangomera bentincki,Sardinas,1604.1312,1,1,0
SARDINA COMUN                            ,Strangomera bentincki,Sardinas,1604.1319,1,1,0
SARDINA COMUN                            ,Strangomera bentincki,NA,NA,NA,NA,NA
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0302.4311,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0302.4312,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0302.4319,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0303.5311,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0303.5312,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0303.5319,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0304.4970,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0304.8971,0,0,0
SARDINA ESPAÑOLA                       ,Sardinops sagax ,Sardinops sagax ,0304.9961,0,0,0
SARGO                        ,Anisotremus scapularis,Sparidae,0302.8500,0,0,0
SIERRA                                   ,Thyrsites atun,NA,NA,NA,NA,NA
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0302.8121,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0302.9221,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0303.8121,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0303.9221,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0304.4721,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0304.5621,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0304.8821,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0304.9621,0,0,0
"TIBURON FUME, GRIS O GATA DE MAR         ",Hexanchus griseus,Hexanchus griseus,0305.7121,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0302.8122,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0302.9222,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0303.8122,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0303.9222,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0304.4722,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0304.5622,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0304.8822,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0304.9622,0,0,0
TIBURON NARIGON GRIS                     ,Deania calcea,Deania calcea,0305.7122,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0302.8143,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0302.9243,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0303.8143,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0303.9243,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0304.4743,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0304.5643,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0304.8843,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0304.9643,0,0,0
TIBURON O MARRAJO DENTUDO                ,Isurus oxyrinchus,Isurus oxyrinchus,0305.7143,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0302.8144,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0302.9244,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0303.8144,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0303.9244,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0304.4744,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0304.5644,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0304.8844,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0304.9644,0,0,0
TIBURON SARDINERO                        ,Lamna nasus,Lamna nasus,0305.7144,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0302.8114,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0302.9217,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0303.8117,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0303.9217,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0304.4717,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0304.5617,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0304.8817,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0304.9617,0,0,0
TOLLO                                    ,Mustelus mento,Mustelus mento,0305.7117,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0302.8123,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0302.9223,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0303.8123,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0303.9223,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0304.4723,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0304.5623,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0304.8823,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0304.9623,0,0,0
TOLLO DE CACHOS                          ,Squalus acanthias,Squalus acanthia,0305.7123,0,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0301.9100,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0302.11,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.14,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.1410,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.1420,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.1430,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.1440,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0303.1490,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0304.4200,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0304.8200,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0304.9951,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0304.9959,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.2020,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.3920,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.43,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.4310,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.4320,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.4330,1,0,0
TRUCHA ARCOIRIS,Oncorhynchus mykiss,Oncorhynchus mykiss,0305.4390,1,0,0
TURBOT,Scophtalmus maximus,Psetta maxima,0302.2400,0,0,0
TURBOT,Scophtalmus maximus,Psetta maxima,0303.3400,0,0,0
"VIDRIOLA, PALOMETA, DORADO O TOREMO      ",Seriola lalandi,NA,NA,NA,NA,NA
VIEJA O MULATA                           ,Graus nigra,NA,NA,NA,NA,NA
VINCIGUERRIA,Vinciguerria lucetia pacifici ,NA,NA,NA,NA,NA
ABALON JAPONES,Haliotis discus hannai,Haliotis discus hannai,0307.8110,0,0,0
ABALON JAPONES,Haliotis discus hannai,Haliotis discus hannai,0307.8320,0,0,0
ABALON JAPONES,Haliotis discus hannai,Haliotis discus hannai,1605.5710,0,1,0
ABALON ROJO,Haliotis rufescens ,Haliotis rufescens ,0307.8310,0,0,0
ALMEJA                                   ,Venus antiqua,Ameghinomya antiqua,0307.7110,1,0,1
ALMEJA                                   ,Venus antiqua,Ameghinomya antiqua,0307.7211,1,0,0
ALMEJA                                   ,Venus antiqua,Ameghinomya antiqua,1605.5611,1,1,0
ALMEJA O TACA,Protothaca taca,Protothaca taca,0307.7110,1,0,1
ALMEJA O TACA,Protothaca taca,Protothaca taca,0307.7211,1,0,0
ALMEJA O TACA,Protothaca taca,Protothaca taca,1605.5611,1,1,0
CALAMAR                                  ,Loligo gahi ,Loligo spp,0307.4220,1,0,1
CARACOL LOCATE                           ,Thais chocolata ,Thais chocolata ,0307.9224,0,0,0
CARACOL LOCATE                           ,Thais chocolata ,Thais chocolata ,1605.5934,0,1,0
CARACOL PALO PALO                        ,Argobuccinum spp. ,Argobuccinum spp. ,0307.9223,0,0,0
CARACOL PALO PALO                        ,Argobuccinum spp. ,Argobuccinum spp. ,1605.5933,0,1,0
CARACOL PICUYO                           ,Odontocymbiola magellanica ,NA,NA,NA,NA,NA
CARACOL REAL O GIGANTE O VOLUTA ANGULOSA,Zidona dufresnei,Zidona dufresnei,0307.9221,0,0,0
CARACOL REAL O GIGANTE O VOLUTA ANGULOSA,Zidona dufresnei,Zidona dufresnei,1605.5931,0,1,0
CARACOL RUBIO                            ,Xantochorus cassidiformis ,NA,NA,NA,NA,NA
CARACOL TEGULA                           ,Tegula atra,NA,NA,NA,NA,NA
CARACOL TRUMULCO                         ,Chorus giganteus,NA,NA,NA,NA,NA
CARACOL TROPHON                      ,Trophon geversianus,Trophon gervesianus,0307.9222,0,0,0
CARACOL TROPHON                      ,Trophon geversianus,Trophon gervesianus,1605.5932,0,1,0
CHOCHA                                   ,Trochita trochiformes,NA,NA,NA,NA,NA
CHOLGA                                   , Aulacomya ater,NA,1605.5300,1,1,0
CHORITO                                  ,Mytilus chilensis ,Mytilus spp.,0307.3100,1,0,1
CHORITO                                  ,Mytilus chilensis ,Mytilus spp.,0307.3200,1,0,0
CHORITO                                  ,Mytilus chilensis ,Mytilus spp.,0307.3900,1,0,0
CHORO                                    ,Choromytilus chorus,NA,1605.5300,1,1,0
CULENGUE                                 ,Gari solida,Gari solida,1605.5970,0,0,0
HUEPO O NAVAJA DE MAR                    ,Ensis macha,Ensis macha,0307.7120,0,0,0
HUEPO O NAVAJA DE MAR                    ,Ensis macha,Ensis macha,0307.7215,0,0,0
HUEPO O NAVAJA DE MAR                    ,Ensis macha,Ensis macha,1605.5960,0,1,0
JIBIA O CALAMAR ROJO                     ,Dosidicus gigas,Dosidicus gigas,0307.4320,0,0,0
JIBIA O CALAMAR ROJO                     ,Dosidicus gigas,Dosidicus gigas,0307.4330,0,0,0
JIBIA O CALAMAR ROJO                     ,Dosidicus gigas,Dosidicus gigas,0307.4340,0,0,0
JULIANA O TAWERA                         ,Tawera gayi,Tawera gayi,0307.7212,0,0,0
JULIANA O TAWERA                         ,Tawera gayi,Tawera gayi,1605.5612,0,1,0
LAPA                                     ,Fissurella spp.,Fissurella spp.,0307.9230,0,0,0
LAPA NEGRA                               ,Fissurella latimarginata,NA,NA,NA,NA,NA
LAPA PICTA                               , Fissurella picta,NA,NA,NA,NA,NA
LAPA REINA                               ,Fissurella maxima,NA,NA,NA,NA,NA
LAPA ROSADA                              ,Fissurella cumingi ,NA,NA,NA,NA,NA
LOCO                                     ,Concholepas concholepas,Concholepas concholepas,0307.9130,0,0,0
LOCO                                     ,Concholepas concholepas,Concholepas concholepas,0307.9210,0,0,0
LOCO                                     ,Concholepas concholepas,Concholepas concholepas,1605.5920,0,1,0
MACHA                                    ,Mesodesma donacium,Mesodesma donacium,0307.7213,0,0,0
MACHA                                    ,Mesodesma donacium,Mesodesma donacium,1605.5910,0,0,0
NAVAJUELA                                ,Tagelus dombeii,Tagelus dombeii,0307.7216,0,0,0
NAVAJUELA                                ,Tagelus dombeii,Tagelus dombeii,1605.5950,0,1,0
OSTION DEL NORTE,Argopecten purpuratus ,Argopecten purpuratus ,0307.2110,0,0,0
OSTION DEL NORTE,Argopecten purpuratus ,Argopecten purpuratus ,0307.2210,0,0,0
OSTION DEL NORTE,Argopecten purpuratus ,Argopecten purpuratus ,0307.2910,0,0,0
OSTION DEL NORTE,Argopecten purpuratus ,Argopecten purpuratus ,1605.5210,1,1,0
OSTION DEL SUR                           ,Chlamys vitrea,NA,NA,NA,NA,NA
OSTION PATAGONICO,Chlamys patagonica,Chlamys patagonica,0307.2120,0,0,0
OSTION PATAGONICO,Chlamys patagonica,Chlamys patagonica,0307.2220,0,0,0
OSTION PATAGONICO,Chlamys patagonica,Chlamys patagonica,0307.2920,0,0,0
OSTION PATAGONICO,Chlamys patagonica,Chlamys patagonica,1605.5210,1,1,0
OSTRA CHILENA                            ,Ostrea chilensis,Ostrea chilensis,0307.1110,0,0,1
OSTRA CHILENA                            ,Ostrea chilensis,Ostrea chilensis,0307.1210,0,0,0
OSTRA DEL PACIFICO,Crassostrea gigas,Crassostrea gigas,0307.1120,0,0,1
OSTRA DEL PACIFICO,Crassostrea gigas,Crassostrea gigas,0307.1220,0,0,0
OSTRA DEL PACIFICO,Crassostrea gigas,Crassostrea gigas,1605.5100,1,1,0
PULPO DEL NORTE                          ,Octopus (vulgaris) mimus,Octopus mimus,0307.5110,0,0,1
PULPO DEL NORTE                          ,Octopus (vulgaris) mimus,Octopus mimus,0307.5210,0,0,0
PULPO DEL SUR                            ,Enteroctopus megalocyathus, Enteroctopus megalocyathus,0307.5120,0,0,1
PULPO DEL SUR                            ,Enteroctopus megalocyathus, Enteroctopus megalocyathus,0307.5220,0,0,0
TAQUILLA                                 ,Mulinia edulis,NA,NA,NA,NA,NA
TUMBAO                                   ,Semele solida,Semele solida,0307.7214,0,0,0
CAMARON NAILON                           ,Heterocarpus reedi,Heterocarpus reedi,0306.1711,0,0,0
CAMARON NAILON                           ,Heterocarpus reedi,Heterocarpus reedi,0306.3611,0,0,0
CAMARON NAILON                           ,Heterocarpus reedi,Heterocarpus reedi,1605.2111,0,1,0
CAMARON NAILON                           ,Heterocarpus reedi,Heterocarpus reedi,1605.2121,0,1,0
CAMARON NAILON                           ,Heterocarpus reedi,Heterocarpus reedi,1605.2911,0,1,0
CAMARON DE RIO DEL NORTE,Cryphiops caementarius,Cryphiops caementarius,0306.1713,0,0,0
CAMARON DE RIO DEL NORTE,Cryphiops caementarius,Cryphiops caementarius,0306.3613,0,0,0
CAMARON DE RIO DEL NORTE,Cryphiops caementarius,Cryphiops caementarius,1605.2113,0,1,0
CAMARON DE RIO DEL NORTE,Cryphiops caementarius,Cryphiops caementarius,1605.2123,0,1,0
CAMARON DE RIO DEL NORTE,Cryphiops caementarius,Cryphiops caementarius,1605.2913,0,1,0
CAMARON ECUATORIANO O PENAEUE,Penaeus vannamei,Penaeus vannamei,0306.1712,0,0,0
CAMARON ECUATORIANO O PENAEUE,Penaeus vannamei,Penaeus vannamei,0306.3612,0,0,0
CAMARON ECUATORIANO O PENAEUE,Penaeus vannamei,Penaeus vannamei,1605.2112,0,1,0
CAMARON ECUATORIANO O PENAEUE,Penaeus vannamei,Penaeus vannamei,1605.2122,0,1,0
CAMARON ECUATORIANO O PENAEUE,Penaeus vannamei,Penaeus vannamei,1605.2912,0,1,0
CANGREJO DORADO DE J. FERNANDEZ          ,Chaceon chilensis,NA,NA,NA,NA,NA
CENTOLLA                                 ,Lithodes santolla,Lithodes santolla,0306.1421,0,0,0
CENTOLLA                                 ,Lithodes santolla,Lithodes santolla,0306.3321,0,0,0
CENTOLLA                                 ,Lithodes santolla,Lithodes santolla,1605.1022,0,1,0
CENTOLLA                                 ,Lithodes santolla,Lithodes santolla,1605.1026,0,1,0
CENTOLLON                                ,Paralomis granulosa,Paralomis granulosa,0306.1423,0,0,0
CENTOLLON DEL NORTE                      ,NA,Paralomis spp,0306.1424,0,0,0
CENTOLLON                                ,Paralomis granulosa,Paralomis granulosa,0306.3323,0,0,0
CENTOLLON DEL NORTE                      ,NA,Paralomis spp,0306.3324,0,0,0
CENTOLLON                                ,Paralomis granulosa,Paralomis granulosa,1605.1023,0,1,0
CENTOLLON DEL NORTE                      ,NA,Paralomis spp,1605.1024,0,1,0
CENTOLLON                                ,Paralomis granulosa,Paralomis granulosa,1605.1028,0,1,0
CENTOLLON DEL NORTE                      ,NA,Paralomis spp,1605.1029,0,1,0
GAMBA                                    ,Haliporoides diomedeae,Haliporoides diomedeae,0306.1791,0,0,0
GAMBA                                    ,Haliporoides diomedeae,Haliporoides diomedeae,0306.3691,0,0,1
GAMBA                                    ,Haliporoides diomedeae,Haliporoides diomedeae,1605.2151,0,1,0
GAMBA                                    ,Haliporoides diomedeae,Haliporoides diomedeae,1605.2161,0,1,0
GAMBA                                    ,Haliporoides diomedeae,Haliporoides diomedeae,1605.2931,0,1,0
JAIBA,Cancer spp.,Cancer spp.,0306.1410,1,0,0
JAIBA,Cancer spp.,Cancer spp.,0306.3310,1,0,1
JAIBA,Cancer spp.,Cancer spp.,1605.1011,1,1,0
JAIBA,Cancer spp.,Cancer spp.,1605.1012,1,1,0
JAIBA,Cancer spp.,Cancer spp.,1605.1019,1,1,0
